id,type,title,agency,agency_raw,type_code,page_section,release_date,incident_date,incident_location,summary,redaction,video_pairing,pdf_pairing,video_title,dvids_video_id,modal_image_url,source_url,discovered_on,fetched_on,local_path,bytes,sha256,http_status,content_type,etag,last_modified,extracted_text_path,status,notes
fbi-039-fbi-photo-b19,pdf,FBI Photo B19,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small cluster of dark pixels, forming an object, is visible at the exact center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b19.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b19.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:42Z,files/pdfs/fbi-039-fbi-photo-b19.pdf,600310,29dc410fc55141b34ee1a7bc42f41a1fa388ccba7086a3dba5774aaec27cf8b0,200,application/pdf,"""910df841794adea6e8132c660a026309:1778199148.951662""","Thu, 07 May 2026 23:55:05 GMT",extracted/fbi-039-fbi-photo-b19.md,ok,
fbi-040-fbi-photo-b2,pdf,FBI Photo B2,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible in the upper right quadrant. The background shows an indistinct mountain range or cloud formation. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b2.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b2.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:44Z,files/pdfs/fbi-040-fbi-photo-b2.pdf,583544,e55d5cab5063153c6f2f27314c47b9e4a7f4938f2cefc6bfecf7eb6264b0a07b,200,application/pdf,"""6a97ab88a5766dc7049e9ee773f86be0:1778199270.75231""","Thu, 07 May 2026 23:55:05 GMT",extracted/fbi-040-fbi-photo-b2.md,ok,
fbi-041-fbi-photo-b20,pdf,FBI Photo B20,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. One to two small, dark, objects are visible just above and to the right of the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b20.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b20.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:47Z,files/pdfs/fbi-041-fbi-photo-b20.pdf,577784,d5f7a811de98462378fb4b61beeeb107bd2aa58d32b0a0d3a7788e1457b3593f,200,application/pdf,"""801f717950cb77be307bc9994bfc9223:1778199149.266897""","Thu, 07 May 2026 23:55:06 GMT",extracted/fbi-041-fbi-photo-b20.md,ok,
fbi-042-fbi-photo-b21,pdf,FBI Photo B21,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. One to two small, dark, objects are visible just above and to the right of the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b21.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b21.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:50Z,files/pdfs/fbi-042-fbi-photo-b21.pdf,592551,52b81ee21a3bfc5ecce1777d6e91d85aabe8bb905dab1963a793dd4787005214,200,application/pdf,"""98a60ef51e0e98261335f08b5f1798b6:1778199149.978239""","Thu, 07 May 2026 23:55:06 GMT",extracted/fbi-042-fbi-photo-b21.md,ok,
fbi-043-fbi-photo-b22,pdf,FBI Photo B22,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. Two small, dark, elongated objects are visible near the center of the frame in the upper right quadrant.This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b22.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b22.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:52Z,files/pdfs/fbi-043-fbi-photo-b22.pdf,434482,932c53d8d8031325459c479e54a6c44ea9408faa26344f2a983417ed437d0dc5,200,application/pdf,"""a1a3306de78e5989c8e885111229ab66:1778199150.020786""","Thu, 07 May 2026 23:55:06 GMT",extracted/fbi-043-fbi-photo-b22.md,ok,
fbi-044-fbi-photo-b23,pdf,FBI Photo B23,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. A single dark, elongated object is visible near the edge of the reticle to the right of center. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b23.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b23.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:55Z,files/pdfs/fbi-044-fbi-photo-b23.pdf,423857,ddd839e52ad4d98986a25a760d0040c475d4c43fb7a52cf4c817aa87f51d9271,200,application/pdf,"""a9721c1ae1dae502875f270f1280ac43:1778199150.942159""","Thu, 07 May 2026 23:55:06 GMT",extracted/fbi-044-fbi-photo-b23.md,ok,
fbi-045-fbi-photo-b24,pdf,FBI Photo B24,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. A single dark, irregular-shaped object is visible just above the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b24.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b24.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:57Z,files/pdfs/fbi-045-fbi-photo-b24.pdf,440280,3dab0652bc49b11624234042e65b3340a1146586ed9521f15731517ce042f8e1,200,application/pdf,"""73b8389198de4d091779c15910dda0a5:1778199150.898134""","Thu, 07 May 2026 23:55:06 GMT",extracted/fbi-045-fbi-photo-b24.md,ok,
fbi-046-fbi-photo-b3,pdf,FBI Photo B3,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible just to the right of the center of the reticle. The background appears to show an indistinct mountain range or cloud formation. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b3.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b3.pdf,2026-05-08T16:48:53Z,2026-05-08T16:57:59Z,files/pdfs/fbi-046-fbi-photo-b3.pdf,167999,4a23e128950c1c45cf2f9e32c588088155e63e056d96f09ec94ddaa73ff0cccb,200,application/pdf,"""bb7ae2f83785c4703fa681a480e387a7:1778199271.552155""","Thu, 07 May 2026 23:55:06 GMT",extracted/fbi-046-fbi-photo-b3.md,ok,
fbi-047-fbi-photo-b4,pdf,FBI Photo B4,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible in the center right quadrant, close to the center of the frame. An indistinct, possibly natural, landscape is visible in the background. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b4.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b4.pdf,2026-05-08T16:48:53Z,2026-05-08T16:58:02Z,files/pdfs/fbi-047-fbi-photo-b4.pdf,593683,d5dd840f008b10fcd88bcab731f07b56fb614aa16048ced9672c9b40a9c9bc69,200,application/pdf,"""5869792be3af4d775141bd31e3e0edba:1778199271.860538""","Thu, 07 May 2026 23:55:07 GMT",extracted/fbi-047-fbi-photo-b4.md,ok,
fbi-048-fbi-photo-b5,pdf,FBI Photo B5,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. No distinct objects are clearly visible within the central area of the frame. The background shows an indistinct formation, possibly a mountain range. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b5.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b5.pdf,2026-05-08T16:48:53Z,2026-05-08T16:58:04Z,files/pdfs/fbi-048-fbi-photo-b5.pdf,580719,032b86473fefc250def77d3904c381dad010e34390d58de54fd560054127936c,200,application/pdf,"""01451d066810c7819fe1856a12d6cf31:1778199272.429373""","Thu, 07 May 2026 23:55:07 GMT",extracted/fbi-048-fbi-photo-b5.md,ok,
fbi-049-fbi-photo-b6,pdf,FBI Photo B6,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A dark, structured object with an appendage on its left side is visible just at the top of the reticle. A second, smaller, dark circular object is visible below the reticle in the bottom right quadrant. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b6.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b6.pdf,2026-05-08T16:48:53Z,2026-05-08T16:58:06Z,files/pdfs/fbi-049-fbi-photo-b6.pdf,608164,09444e6501f05a4030120db174a1841e891814464fd7ce6f325178d3c09cdf1a,200,application/pdf,"""818b89a7acadbee47c8f136b1e9202db:1778199272.81426""","Thu, 07 May 2026 23:55:07 GMT",extracted/fbi-049-fbi-photo-b6.md,ok,
fbi-050-fbi-photo-b7,pdf,FBI Photo B7,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A dark object, consistent in appearance with a helicopter, is visible in the upper right quadrant. A second, smaller, dark circular object is visible below the reticle. The background is indistinct. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b7.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b7.pdf,2026-05-08T16:48:53Z,2026-05-08T16:58:08Z,files/pdfs/fbi-050-fbi-photo-b7.pdf,607218,4f3122c323c6c0b6ef1bb12cefc623d7488b03fe1c5161f4ea4e111b91347684,200,application/pdf,"""a8f6359f65dc095a5d49654340fbc51d:1778199273.397525""","Thu, 07 May 2026 23:55:07 GMT",extracted/fbi-050-fbi-photo-b7.md,ok,
fbi-051-fbi-photo-b8,pdf,FBI Photo B8,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible just right of the center of the reticle in the top right quadrant. The background shows an indistinct mountain range. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b8.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b8.pdf,2026-05-08T16:48:53Z,2026-05-08T16:58:11Z,files/pdfs/fbi-051-fbi-photo-b8.pdf,585686,cae6a62245153fd16acd8c4ff995d19c49fdadf7be152a85c8fe5d714fc3f423,200,application/pdf,"""4b6ee58f0f070f98b6bd750f5d6149bb:1778199273.747221""","Thu, 07 May 2026 23:55:07 GMT",extracted/fbi-051-fbi-photo-b8.md,ok,
fbi-052-fbi-photo-b9,pdf,FBI Photo B9,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,Western United States,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible just below and to the left of the center of the reticle. The background appears to show an indistinct mountain range. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b9.jpg,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b9.pdf,2026-05-08T16:48:53Z,2026-05-08T16:58:14Z,files/pdfs/fbi-052-fbi-photo-b9.pdf,588086,e61a49212bb82cfc9a6e7627a2291c9159bbbb2272fb995e45411a48e44eb0b1,200,application/pdf,"""a6807fe7b27056c5077ec0a01bb0fe47:1778199274.504745""","Thu, 07 May 2026 23:55:07 GMT",extracted/fbi-052-fbi-photo-b9.md,ok,
fbi-053-usper-statement-about-uap-sighting,pdf,USPER Statement about UAP Sighting,FBI,FBI,PDF,Release 01,5/8/26,Late 2025,United States,"This is an FBI 302 interview conducted with a senior US intelligence official regarding his first-hand account of a UAP encounter at a US military facility. USPER relayed to FBI agents that he and other federal and state personnel conducted searches to where orbs had been previously seen.  After searching the area with a helicopter, they found a “super-hot” orb hovering over the ground.  The orb is reported to have travelled for 20 miles at a speed too fast for the helicopter in pursuit.  An additional “swarm” of lights were seen moving in all directions.  A total of four or five additional orbs were seen shortly thereafter for a short time, flaring up and then down.  This pattern of four or five orbs flaring up, then down continued over the next thirty minutes across the area.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/usper-statement-redacted.jpg,https://www.war.gov/medialink/ufo/release_1/usper-statement-redacted.pdf,2026-05-08T16:48:53Z,2026-05-08T16:58:59Z,files/pdfs/fbi-053-usper-statement-about-uap-sighting.pdf,786792,63deae172b2bd4923696ed097c0c25d1286f116be1efb313d14c0630ac0a1786,200,application/pdf,"""80503b81d1e17597f55f6d96e16520a6:1778199160.532751""","Thu, 07 May 2026 23:55:12 GMT",extracted/fbi-053-usper-statement-about-uap-sighting.md,ok,
fbi-054-fbi-september-2023-sighting-composite-sketch,pdf,FBI September 2023 Sighting - Composite Sketch,FBI,FBI,PDF,Release 01,5/8/26,9/1/23,United States,"Actual site photo with FBI Lab rendered graphic overlay depicting corroborating eyewitness reports from September 2023 of an apparent ellipsoid bronze metallic object materializing out of a bright light in the sky, 130-195 feet in length, and disappearing instantaneously.",,,2024-04-30 Composite Sketch,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/2024-04-30-composite-sketch.jpg,https://www.war.gov/medialink/ufo/release_1/2024-04-30-composite-sketch.pdf,2026-05-08T16:48:53Z,2026-05-08T16:59:01Z,files/pdfs/fbi-054-fbi-september-2023-sighting-composite-sketch.pdf,109275,7768268e837325333be0ea00ce5c00f571de3190e0c390f33e098f183cbf19a5,200,application/pdf,"""5dd21567a88e79329adba174eead9cd1:1778218291.293975""","Fri, 08 May 2026 05:31:31 GMT",extracted/fbi-054-fbi-september-2023-sighting-composite-sketch.md,ok,
fbi-055-fbi-september-2023-sighting-serial-3,pdf,FBI September 2023 Sighting - Serial 3,FBI,FBI,PDF,Release 01,5/8/26,9/1/23,United States,"This is an FBI 302 interview conducted with a US citizen regarding their first-hand account of a UAP encounter at a US test site.  USPER described an object ""metallic bronze in color.""",TRUE,,Serial 3_Redacted,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/serial 5 redacted_redacted.jpg,https://www.war.gov/medialink/ufo/release_1/serial 5 redacted_redacted.pdf,2026-05-08T16:48:53Z,2026-05-08T16:59:03Z,files/pdfs/fbi-055-fbi-september-2023-sighting-serial-3.pdf,227126,c38d267441b19350df557d9f3bfbd689fb5ba0619366373a7b9e6f8dce84bb8c,200,application/pdf,"""e5445fac108238290744f90e1b35ee5e:1778218291.3853""","Fri, 08 May 2026 05:31:31 GMT",extracted/fbi-055-fbi-september-2023-sighting-serial-3.md,ok,
fbi-056-fbi-september-2023-sighting-serial-4,pdf,FBI September 2023 Sighting - Serial 4,FBI,FBI,PDF,Release 01,5/8/26,9/1/23,United States,"This is an FBI 302 interview conducted with a US citizen regarding their first-hand account of a UAP encounter at a US test site. USPER described an object ""metallic/gray in color.""",TRUE,,Serial 4 Redacted_Redacted,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/serial-3_redacted.jpg,https://www.war.gov/medialink/ufo/release_1/serial-3_redacted.pdf,2026-05-08T16:48:53Z,2026-05-08T16:59:05Z,files/pdfs/fbi-056-fbi-september-2023-sighting-serial-4.pdf,275673,4f462fefe8f38e6445f652067ff0ba418e6b0d4f38ce73b5c8190e857fe352ed,200,application/pdf,"""9ab49fc878fa42497b0c004de174c948:1778218291.506275""","Fri, 08 May 2026 05:31:31 GMT",extracted/fbi-056-fbi-september-2023-sighting-serial-4.md,ok,
fbi-057-fbi-september-2023-sighting-serial-5,pdf,FBI September 2023 Sighting - Serial 5,FBI,FBI,PDF,Release 01,5/8/26,9/1/23,United States,"This is an FBI 302 interview conducted with a US citizen regarding their first-hand account of a UAP encounter at a US test site. USPER described a ""bright light over the horizon.""",TRUE,,Serial 5 Redacted_Redacted,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/serial-4-redacted_redacted.jpg,https://www.war.gov/medialink/ufo/release_1/serial-4-redacted_redacted.pdf,2026-05-08T16:48:53Z,2026-05-08T16:59:08Z,files/pdfs/fbi-057-fbi-september-2023-sighting-serial-5.pdf,237155,29ed0fb7cbe0be3c23965212bb83c58d3890a0de9253938ee4e9c9bb2349d5fe,200,application/pdf,"""5a114ef9a1e67650d90b7a63f8def19a:1778218291.452405""","Fri, 08 May 2026 05:31:31 GMT",extracted/fbi-057-fbi-september-2023-sighting-serial-5.md,ok,
nasa-001-255-413270-ufo-s-and-defense-what-should-we-prepare-for,pdf,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,NASA,NASA,PDF,Release 01,5/8/26,,N/A,"This file contains an independent report on UFOs written by the French association COMETA (previously published in the French magazine VDS in 1999), which details the results of a study by the Institute of Higher Studies for National Defence. The file also includes a letter from Carol Rosin in which she notes that she was spokesperson for von Braun during the last years of his life.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/255_413270_ufo's_and_defense_what_should_we_prepare_for.jpg,https://www.war.gov/medialink/ufo/release_1/255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,2026-05-08T16:48:52Z,2026-05-08T16:51:39Z,files/pdfs/nasa-001-255-413270-ufo-s-and-defense-what-should-we-prepare-for.pdf,33457869,2af37a8e08174de45b12ee3acc628736a3a36c5d95edd6c2c17f0bf6ccf1431e,200,application/pdf,"""5a6940b179a9e3736d1867d8d51c0d52:1778199237.854665""","Thu, 07 May 2026 23:50:26 GMT",extracted/nasa-001-255-413270-ufo-s-and-defense-what-should-we-prepare-for.md,ok,
nasa-002-nasa-uap-d3-gemini-7-transcript-1965,pdf,"NASA-UAP-D3, Gemini 7 Transcript, 1965",NASA,NASA,PDF,Release 01,5/8/26,12/5/65,Low Earth Orbit,"Gemini 7 was the tenth crewed American spaceflight. This document is a transcript of communications between the flight crew, Astronauts James “Jim” Lovell and Frank Borman, and the Manned Flight Center (now known as Johnson Space Center) in Houston, Texas. The transcript begins with Borman’s report of a “bogey,” contemporary nomenclature for an unknown aircraft, as well as a debris field. Borman described the debris field as consisting of “very, very many […] hundreds of little particles.” He estimated the particles’ distance from the spacecraft to be four miles. Lovell described observing a “brilliant body in the sun against a black background with trillions of particles on it.”
This document also includes handwritten notes documenting the encounter, annotated with the phrase “UFO Sighting by Borman” in the top right corner.",,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/255_t_763_r1b_transcripts.jpg,https://www.war.gov/medialink/ufo/release_1/255_t_763_r1b_transcripts.pdf,2026-05-08T16:48:52Z,2026-05-08T16:51:41Z,files/pdfs/nasa-002-nasa-uap-d3-gemini-7-transcript-1965.pdf,328211,73cb8f0dc879a38811d9d745c11771263e112ec12a0e6bbabc27b9f781ddb74b,200,application/pdf,"""d11a42d33d7dee542d55418481c9aa46:1778199239.029839""","Thu, 07 May 2026 23:50:26 GMT",extracted/nasa-002-nasa-uap-d3-gemini-7-transcript-1965.md,ok,
nasa-003-nasa-uap-d3a-gemini-7-audio-excerpt-1965,video,"NASA-UAP-D3A, Gemini 7 Audio Excerpt, 1965",NASA,NASA,VID,Release 01,5/8/26,12/5/65,Low Earth Orbit,"This audio recording contains air to ground communications and the NASA Public Affairs audio feed with commentary, recorded during the flight of the Gemini 7 mission. In this excerpted segment of audio, Astronaut Frank Borman reports to NASA mission control in Houston his sighting of an unidentified object, which he referred to as a ""bogey."" This sighting occurred on December 5, 1965. The dialogue includes Borman's initial report, as well as additional comments by Astronaut Jim Lovell, Borman's fellow crew member.",,,,NASA Audio 12/5/1965 Low Earth Orbit,1006119,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111689232/DOD_111689232-1920x1080-6000k.mp4,2026-05-08T16:48:52Z,2026-05-08T16:51:45Z,files/videos/nasa-003-nasa-uap-d3a-gemini-7-audio-excerpt-1965.mp4,17985081,f0e27641c21c23c93854d58ccf3769e599482892c219b418d0515467270bed93,200,video/mp4,"""592b5d44ecdd15e4bc5e32a469f5275b-2""","Fri, 08 May 2026 02:47:30 GMT",extracted/nasa-003-nasa-uap-d3a-gemini-7-audio-excerpt-1965.md,ok,
